"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","TotalBsmtSF","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","SaleType","SalePrice","YrDiffSoldBuilt","YrDiffRemodBlt","YrDiffSoldRemod","X2ndFlrYN","TotalBath","HalfBathYN","YrDiffGarageBlt","FrontAreaSF"
814,20,"RL",75,9750,"Reg","Lvl","C","A","B","6","B","B","BrkFace",243,"TA","B","TA","No","B",608,1442,"Good","A",1442,0,1442,1,4,"TA","7","No","Attchd","RFn",1,"301","Paved","A",157900,49,0,49,"No",1.5,"Yes",0,275
815,50,"RL",45,8248,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",0,686,"Good","A",686,564,1250,1,3,"Fa","7","No","Detchd","Unf",1,"280","PartialNo","B",116000,88,32,56,"Yes",2,"Yes",37,303
816,20,"RL",48,12137,"IR2","Lvl","D","A","B","7","D","C","BrkFace",442,"TA","A","Gd","No","B",0,1649,"Excellent","A",1661,0,1661,2,3,"Gd","6","No","Attchd","RFn",2,"598","Paved","B",224900,12,0,12,"No",2,"No",0,34
817,20,"RL",85,11425,"IR1","Lvl","C","A","B","5","C","B","None",0,"TA","B","TA","No","B",486,1008,"Good","A",1008,0,1008,1,2,"TA","4","Yes","Attchd","RFn",1,"275","Paved","B",137000,52,0,52,"No",1,"No",0,120
818,20,"RL",71,13265,"IR1","Lvl","C","A","B","8","E","C","BrkFace",148,"Gd","A","Gd","No","A",1218,1568,"Excellent","A",1689,0,1689,2,3,"Gd","7","Yes","Attchd","RFn",3,"857","Paved","B",271000,6,0,6,"No",3,"No",0,209
819,80,"RL",80,8816,"Reg","Lvl","D","A","B","6","B","B","BrkFace",80,"TA","B","TA","Av","A",504,1010,"Good","A",1052,0,1052,1,3,"TA","6","No","Attchd","Unf",2,"440","Paved","B",155000,39,0,39,"No",2,"No",0,0
820,120,"RL",44,6371,"IR1","Lvl","F","B","B","7","D","C","Stone",128,"Gd","A","Gd","Mn","A",733,1358,"Excellent","A",1358,0,1358,2,2,"Gd","6","Yes","Attchd","RFn",2,"484","Paved","C",224000,1,1,0,"No",3,"No",1,227
821,60,"RL",72,7226,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,798,"Excellent","A",798,842,1640,2,3,"Gd","6","No","Attchd","RFn",2,"595","Paved","B",183000,5,0,5,"Yes",2.5,"Yes",0,45
822,20,"RH",60,6000,"Reg","Bnk","B","C","B","4","B","B","None",0,"Fa","B","Fa","No","B",0,936,"Good","A",936,0,936,1,2,"TA","4","No","Detchd","Unf",2,"576","Paved","B",93000,56,0,56,"No",1,"No",21,144
823,60,"RL",122,12394,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","Gd","B",0,847,"Excellent","A",847,886,1733,2,3,"Gd","7","Yes","BuiltIn","Fin",2,"433","Paved","B",225000,4,0,4,"Yes",2.5,"Yes",0,148
824,50,"RL",60,9900,"Reg","Lvl","C","A","A","6","D","C","None",0,"TA","B","TA","No","B",0,778,"Good","A",944,545,1489,2,3,"TA","7","Yes","Detchd","Unf",1,"240","Paved","B",139500,69,10,59,"Yes",2,"No",0,335
825,20,"FV",81,11216,"Reg","Lvl","E","A","B","8","D","C","None",0,"Gd","A","Gd","No","B",0,1489,"Excellent","A",1489,0,1489,2,3,"Gd","7","Yes","Attchd","RFn",2,"776","Paved","C",232600,0,0,0,"No",2,"No",0,140
826,20,"RL",114,14803,"Reg","Lvl","F","A","B","10","E","C","BrkFace",816,"Ex","A","Ex","Av","A",1636,2078,"Excellent","A",2084,0,2084,2,2,"Ex","7","Yes","Attchd","Fin",3,"1220","Paved","C",385000,1,1,0,"No",3,"No",0,233
827,45,"RH",50,6130,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",784,784,"Good","A",784,0,784,1,2,"Gd","5","No","No Garage","No Garage",0,"0","Paved","B",109500,84,26,58,"No",2,"No",13,116
828,20,"RL",65,8529,"IR1","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Gd","No","A",20,1454,"Excellent","A",1434,0,1434,2,3,"Gd","6","Yes","Attchd","RFn",2,"527","Paved","B",189000,8,0,8,"No",2,"No",0,329
829,60,"RL",80,28698,"IR2","Low","D","A","C","5","C","B","None",0,"TA","A","TA","Gd","B",249,1013,"Good","A",1160,966,2126,2,3,"TA","7","No","Attchd","Fin",2,"538","Paved","B",185000,42,0,42,"Yes",3,"Yes",0,711
830,160,"FV",24,2544,"Reg","Lvl","E","C","C","7","B","B","None",0,"Gd","A","Gd","No","B",0,600,"Excellent","A",520,623,1223,2,2,"Gd","4","No","Detchd","RFn",2,"480","Paved","B",147400,1,0,1,"Yes",2.5,"Yes",0,166
831,20,"RL",80,11900,"IR1","Lvl","C","A","B","6","B","B","BrkFace",387,"TA","B","TA","No","B",1040,1392,"Good","B",1392,0,1392,1,3,"TA","6","Yes","Attchd","RFn",2,"458","Paved","B",166000,51,0,51,"No",2.5,"Yes",0,192
832,160,"FV",30,3180,"Reg","Lvl","E","B","C","7","B","B","None",0,"TA","A","Gd","No","B",0,600,"Excellent","A",520,600,1200,2,2,"Gd","4","No","Detchd","RFn",2,"480","Paved","B",151000,1,0,1,"Yes",2.5,"Yes",0,166
833,60,"RL",44,9548,"IR1","Lvl","D","A","C","7","D","C","BrkFace",223,"Gd","A","Gd","No","A",483,941,"Excellent","A",941,888,1829,2,3,"Gd","7","Yes","Attchd","RFn",2,"613","Paved","B",237000,7,0,7,"Yes",3.5,"Yes",0,231
834,20,"RL",100,10004,"Reg","Lvl","C","A","B","6","B","B","BrkFace",180,"TA","B","TA","No","B",196,1516,"Good","A",1516,0,1516,1,3,"TA","6","No","Attchd","RFn",2,"472","Paved","B",167000,45,0,45,"No",1.5,"Yes",0,152
835,20,"RL",75,7875,"Reg","Lvl","C","A","B","5","D","C","BrkFace",136,"TA","B","TA","No","B",572,1144,"Good","A",1144,0,1144,1,3,"TA","6","No","Attchd","Unf",2,"456","Paved","B",139950,47,0,47,"No",2,"No",0,0
836,20,"RL",60,9600,"Reg","Lvl","C","A","B","4","D","B","None",0,"TA","B","Gd","No","B",442,1067,"Good","A",1067,0,1067,2,2,"Gd","4","No","Attchd","Unf",2,"436","Paved","B",128000,60,45,15,"No",2,"No",46,290
837,30,"RH",90,8100,"Reg","Lvl","B","A","B","5","D","C","None",0,"TA","B","TA","No","B",338,1559,"Good","A",1559,0,1559,1,2,"TA","5","No","Detchd","Unf",2,"812","Paved","A",153500,59,25,34,"No",2,"No",0,346
838,160,"RH",21,1680,"Reg","Lvl","A","C","C","6","B","B","BrkFace",158,"TA","B","TA","No","B",330,483,"Good","A",483,504,987,1,2,"TA","5","No","Detchd","Unf",1,"264","Paved","B",100000,35,0,35,"Yes",2.5,"Yes",0,0
839,20,"RL",75,9525,"Reg","Lvl","D","A","B","5","D","C","None",0,"TA","A","Gd","No","B",0,1099,"Excellent","A",1099,0,1099,1,3,"Gd","6","No","Attchd","Unf",1,"352","Paved","B",144000,13,11,2,"No",1.5,"Yes",4,278
840,50,"RL",70,11767,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",352,768,"Excellent","A",768,432,1200,1,3,"TA","6","No","Detchd","Unf",1,"240","Paved","B",130500,62,49,13,"Yes",1,"No",0,0
841,70,"RH",51,12155,"IR1","Lvl","C","A","C","6","B","B","None",0,"TA","B","TA","No","B",156,672,"Good","A",810,672,1482,2,4,"Fa","7","No","Detchd","Unf",1,"400","PartialNo","B",140000,83,25,58,"Yes",2,"No",9,254
842,70,"RH",60,10440,"Reg","Lvl","B","A","C","5","B","B","None",0,"TA","A","TA","No","B",0,650,"Good","A",958,581,1539,2,3,"Gd","8","Yes","Detchd","Unf",2,"686","PartialNo","B",157500,104,98,6,"Yes",2,"No",79,216
843,80,"RL",82,9020,"Reg","Lvl","C","A","B","6","B","B","BrkFace",183,"TA","B","TA","Gd","B",312,1127,"Good","A",1165,0,1165,1,3,"TA","6","No","Attchd","RFn",2,"490","Paved","B",174900,42,0,42,"No",2.5,"Yes",0,129
844,90,"RL",80,8000,"Reg","Lvl","C","C","B","5","C","B","None",0,"TA","B","TA","No","B",0,1800,"Excellent","A",1800,0,1800,2,6,"TA","10","No","No Garage","No Garage",0,"0","Paved","B",141000,46,0,46,"No",2,"No",0,0
845,50,"RH",100,12665,"IR1","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","Mn","B",0,876,"Good","A",876,540,1416,1,4,"TA","7","Yes","Detchd","Unf",3,"720","Paved","B",153900,93,35,58,"Yes",1.5,"Yes",34,612
846,85,"RL",88,16647,"IR1","Lvl","C","A","A","5","B","B","None",0,"TA","B","Gd","Gd","B",1390,1390,"Good","A",1701,0,1701,2,3,"TA","6","Yes","Basment","Fin",2,"611","Paved","B",171000,32,6,26,"No",3,"No",0,0
847,60,"RL",75,9317,"Reg","Lvl","D","A","C","7","B","B","BrkFace",137,"Gd","A","Gd","No","B",513,740,"Excellent","A",1006,769,1775,2,3,"Gd","7","Yes","Attchd","Unf",2,"425","Paved","B",213000,16,0,16,"Yes",3.5,"Yes",0,498
848,20,"RL",36,15523,"IR1","Lvl","D","A","B","5","B","B","None",0,"TA","B","TA","Av","B",460,864,"Excellent","A",864,0,864,1,3,"TA","5","Yes","Attchd","Unf",1,"338","Paved","B",133500,37,0,37,"No",2,"No",0,0
849,50,"RL",75,45600,"IR2","Bnk","D","A","A","6","B","B","None",0,"TA","B","TA","No","B",0,907,"Good","A",1307,1051,2358,3,5,"TA","10","Yes","Detchd","Unf",2,"360","Paved","B",240000,100,89,11,"Yes",3,"No",0,701
850,80,"RL",80,9600,"Reg","Lvl","E","A","B","6","C","B","BrkFace",360,"Gd","B","TA","No","B",0,528,"Excellent","A",1094,761,1855,2,3,"TA","7","Yes","Attchd","RFn",2,"512","Paved","B",187000,31,18,13,"Yes",2.5,"Yes",0,213
851,120,"RH",36,4435,"Reg","Lvl","D","B","B","6","D","C","BrkFace",170,"Gd","A","Gd","Av","A",659,848,"Excellent","A",848,0,848,1,1,"Gd","3","No","Attchd","Fin",2,"420","Paved","B",131500,4,0,4,"No",2,"No",0,140
852,120,"RL",43,3196,"Reg","Lvl","D","B","B","8","D","C","BrkFace",40,"Gd","A","Gd","Gd","B",0,1273,"Excellent","A",1456,0,1456,2,2,"Gd","7","Yes","Attchd","Fin",2,"400","Paved","B",215000,3,0,3,"No",2,"No",0,163
853,75,"RL",53,7128,"Reg","Lvl","D","A","A","7","B","B","None",0,"TA","B","TA","No","B",364,918,"Good","A",918,728,1646,2,4,"TA","7","Yes","Detchd","Unf",1,"240","Paved","B",164000,66,9,57,"Yes",2,"No",0,126
854,80,"RL",80,12095,"IR1","Lvl","C","A","B","6","B","B","BrkFace",115,"TA","B","TA","Gd","B",564,1127,"Good","A",1445,0,1445,1,3,"TA","7","Yes","Attchd","RFn",2,"645","Paved","B",158000,45,0,45,"No",1.5,"Yes",0,180
855,20,"RL",102,17920,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","Mn","B",306,1763,"Good","A",1779,0,1779,1,3,"TA","6","Yes","Attchd","Unf",2,"454","Paved","B",170000,51,19,32,"No",2.5,"Yes",0,730
856,20,"RL",71,6897,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",659,1040,"Excellent","A",1040,0,1040,1,3,"TA","6","No","Detchd","Unf",1,"260","Paved","B",127000,48,48,0,"No",2.5,"Yes",0,104
857,80,"RL",85,10970,"IR1","Low","D","A","B","6","C","B","None",0,"TA","B","Gd","Gd","A",505,940,"Good","A",1026,0,1026,1,3,"TA","5","No","Detchd","Unf",2,"576","Paved","B",147000,30,0,30,"No",2,"No",3,34
858,60,"RL",65,8125,"Reg","Lvl","D","A","C","6","B","B","None",0,"TA","A","Gd","No","B",0,702,"Good","A",702,779,1481,2,3,"TA","6","Yes","Attchd","Fin",2,"343","Paved","B",174000,15,1,14,"Yes",2.5,"Yes",0,36
859,20,"RL",80,10400,"Reg","Lvl","D","A","B","7","B","B","BrkFace",189,"TA","B","Gd","No","B",0,1090,"Good","A",1370,0,1370,2,3,"TA","6","Yes","Attchd","RFn",2,"479","Paved","B",152000,33,0,33,"No",2,"No",0,0
860,60,"RL",85,11029,"IR1","Lvl","D","A","C","6","B","B","BrkFace",220,"TA","B","TA","Mn","B",619,1054,"Good","A",1512,1142,2654,2,4,"Gd","9","Yes","Attchd","Unf",2,"619","Paved","B",250000,38,16,22,"Yes",3.5,"Yes",0,287
861,50,"RL",55,7642,"Reg","Lvl","D","A","A","7","B","B","None",0,"Gd","B","TA","No","B",0,912,"Good","A",912,514,1426,1,3,"Gd","7","Yes","Detchd","Unf",1,"216","Paved","B",189950,89,80,9,"Yes",1.5,"Yes",7,240
862,190,"RL",75,11625,"Reg","Lvl","C","C","B","5","C","B","None",0,"TA","A","TA","Mn","B",841,1039,"Excellent","A",1039,0,1039,1,3,"TA","6","No","Attchd","Unf",2,"504","Paved","B",131500,45,0,45,"No",2.5,"Yes",0,0
863,20,"RL",81,9672,"Reg","Lvl","D","A","B","6","B","B","None",0,"TA","A","Gd","No","A",338,1040,"Good","A",1097,0,1097,2,3,"TA","6","No","Attchd","Unf",2,"480","Paved","B",152000,26,1,25,"No",2,"No",2,0
864,20,"RL",70,7931,"Reg","Lvl","C","A","B","5","C","B","None",0,"TA","B","TA","No","B",1148,1148,"Good","A",1148,0,1148,1,3,"TA","6","No","Attchd","Unf",1,"672","Paved","B",132500,50,0,50,"No",2,"No",0,0
865,20,"FV",72,8640,"Reg","Lvl","E","A","B","7","D","C","None",0,"Gd","A","Ex","No","B",0,1372,"Excellent","A",1372,0,1372,2,3,"Gd","6","No","Attchd","Fin",2,"529","Paved","C",250580,1,1,0,"No",2,"No",1,140
866,20,"RL",80,8750,"IR1","Lvl","C","A","B","5","B","B","BrkFace",76,"TA","B","TA","No","B",828,1002,"Good","A",1002,0,1002,1,3,"TA","5","No","Detchd","Unf",2,"902","Paved","B",148500,39,0,39,"No",2,"No",3,0
867,20,"RL",67,10656,"IR1","HLS","E","A","B","8","D","C","Stone",274,"Gd","A","Gd","Av","B",0,1638,"Excellent","A",1646,0,1646,2,3,"Gd","6","Yes","Attchd","RFn",3,"870","Paved","C",248900,1,1,0,"No",2,"No",1,272
868,20,"RL",85,6970,"Reg","Lvl","C","A","B","4","D","C","None",0,"TA","B","TA","No","B",932,1040,"Good","A",1120,0,1120,1,3,"Fa","5","No","Attchd","RFn",2,"544","Paved","B",129000,46,0,46,"No",2.5,"Yes",0,168
869,60,"RL",58,14762,"IR2","Lvl","D","A","C","5","C","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",1547,720,2320,2,2,"TA","7","Yes","Attchd","Unf",2,"672","PartialNo","B",169000,58,2,56,"Yes",2,"No",31,264
870,60,"RL",80,9938,"Reg","Lvl","D","A","C","7","B","B","BrkFace",246,"Gd","A","Gd","No","A",750,1050,"Excellent","A",1062,887,1949,2,3,"Gd","8","Yes","Attchd","Fin",2,"574","Paved","B",236000,17,1,16,"Yes",3.5,"Yes",0,246
871,20,"RL",60,6600,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",0,894,"Good","A",894,0,894,1,2,"TA","5","No","Detchd","Unf",1,"308","Paved","B",109500,47,0,47,"No",1,"No",0,0
872,60,"RL",70,8750,"Reg","Lvl","D","A","C","6","D","C","BrkFace",116,"TA","A","Gd","No","A",505,804,"Excellent","A",804,878,1682,2,3,"Gd","7","No","Attchd","RFn",2,"523","Paved","B",200500,12,0,12,"Yes",2.5,"Yes",0,77
873,20,"RL",74,8892,"Reg","Lvl","C","A","B","5","B","B","None",0,"Gd","B","TA","Av","B",0,105,"Good","A",910,0,910,1,3,"Gd","5","No","Attchd","Unf",2,"414","Paved","B",116000,55,43,12,"No",1,"No",0,346
874,40,"RL",60,12144,"Reg","Lvl","C","A","B","5","B","B","None",0,"Gd","B","TA","No","B",375,832,"Good","A",1036,0,1268,1,3,"TA","6","Yes","Attchd","Unf",1,"288","Paved","B",133000,60,1,59,"No",1,"No",0,28
875,50,"RH",52,5720,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",0,676,"Excellent","A",676,455,1131,1,3,"TA","5","No","Detchd","Unf",1,"200","Paved","B",66500,68,9,59,"Yes",1.5,"Yes",0,26
876,60,"FV",75,9000,"Reg","Lvl","E","A","C","8","E","C","None",0,"Gd","A","Gd","Av","A",64,1184,"Excellent","A",1184,1426,2610,2,4,"Ex","11","Yes","BuiltIn","Fin",2,"550","Paved","C",303477,0,0,0,"Yes",2.5,"Yes",0,572
877,20,"RL",94,25286,"Reg","HLS","C","A","B","4","B","B","None",0,"TA","A","TA","Gd","B",633,1064,"Good","A",1040,0,1040,1,3,"TA","5","No","Attchd","Unf",2,"648","Paved","B",132250,44,0,44,"No",2,"No",0,0
878,60,"RL",74,8834,"Reg","Lvl","F","A","C","9","D","C","Stone",216,"Gd","A","Ex","No","A",1170,1462,"Excellent","A",1462,762,2224,2,4,"Ex","10","Yes","Attchd","Fin",3,"738","Paved","B",350000,5,1,4,"Yes",3.5,"Yes",0,184
879,85,"RL",88,11782,"IR1","Lvl","C","A","A","5","B","B","None",0,"TA","B","TA","Av","B",899,1109,"Good","A",1155,0,1155,1,3,"Gd","6","No","Detchd","Unf",2,"576","Paved","B",148000,49,34,15,"No",2,"No",26,192
880,20,"RL",60,7000,"IR1","Lvl","D","A","B","5","D","C","BrkFace",90,"Gd","B","TA","No","B",646,864,"Excellent","A",864,0,864,1,3,"TA","6","No","Attchd","Unf",1,"336","Paved","B",136500,31,27,4,"No",2,"No",0,0
881,20,"RL",60,7024,"Reg","Lvl","B","A","B","5","D","C","None",0,"TA","A","Ex","No","B",980,1090,"Good","A",1090,0,1090,1,2,"TA","5","No","Attchd","Fin",2,"450","Paved","B",157000,2,1,1,"No",2.5,"Yes",0,49
882,50,"RL",44,13758,"IR1","Lvl","E","A","A","7","B","B","BrkFace",117,"Gd","B","Gd","Mn","B",902,1156,"Excellent","A",1187,530,1717,2,3,"Gd","7","Yes","Attchd","RFn",2,"400","Paved","B",187500,17,1,16,"Yes",2.5,"Yes",0,204
883,60,"RL",74,9636,"IR1","Lvl","D","A","C","6","D","C","None",0,"TA","A","Gd","No","B",0,808,"Good","A",808,785,1593,2,3,"TA","7","Yes","BuiltIn","RFn",2,"389","Paved","B",178000,17,1,16,"Yes",2.5,"Yes",1,382
884,75,"RL",60,6204,"Reg","Bnk","C","A","C","4","B","B","None",0,"Gd","A","TA","No","B",0,795,"Good","A",954,795,2230,1,5,"TA","10","No","Detchd","Unf",1,"440","Paved","B",118500,94,38,56,"Yes",2,"No",85,188
885,20,"RL",65,7150,"Reg","Lvl","C","A","B","5","B","B","BrkFace",60,"TA","B","TA","No","B",432,892,"Good","A",892,0,892,1,3,"TA","5","No","Attchd","RFn",1,"288","Paved","B",100000,42,0,42,"No",1,"No",0,0
886,120,"FV",50,5119,"IR1","Lvl","E","B","B","9","B","B","BrkFace",60,"Gd","A","Ex","Av","A",1238,1698,"Excellent","A",1709,0,1709,2,2,"Gd","5","Yes","Attchd","Fin",2,"506","Paved","B",328900,9,1,8,"No",3,"No",0,162
887,90,"RL",70,8393,"Reg","Lvl","C","C","B","5","B","B","BrkFace",122,"TA","B","TA","No","B",528,1626,"Excellent","A",1712,0,1712,2,4,"TA","8","No","Attchd","Fin",2,"588","Paved","B",145000,47,46,1,"No",2,"No",46,326
888,50,"RL",59,16466,"IR1","Lvl","B","A","A","5","B","B","None",0,"TA","A","TA","No","B",0,816,"Good","A",872,521,1393,1,3,"TA","8","No","Attchd","Unf",1,"300","Paved","B",135500,53,0,53,"Yes",1.5,"Yes",0,386
889,20,"RL",95,15865,"IR1","Lvl","C","A","B","8","B","B","None",0,"Gd","A","TA","Gd","B",351,2217,"Excellent","A",2217,0,2217,2,4,"Gd","8","Yes","Attchd","Unf",2,"621","Paved","B",268000,37,0,37,"No",3,"No",0,512
890,20,"RL",128,12160,"Reg","Lvl","C","A","B","6","B","B","BrkFace",90,"TA","B","TA","No","B",1024,1505,"Excellent","A",1505,0,1505,1,2,"TA","6","Yes","Attchd","RFn",2,"505","Paved","B",149500,56,0,56,"No",2,"No",0,162
891,50,"RL",60,8064,"Reg","Lvl","C","A","A","5","B","B","None",0,"TA","B","TA","Mn","B",0,672,"Excellent","A",672,252,924,1,3,"TA","6","Yes","Detchd","Unf",2,"576","Paved","B",122900,58,57,1,"Yes",1,"No",54,0
892,60,"RL",70,11184,"Reg","Lvl","C","A","C","6","B","B","BrkFace",92,"TA","B","TA","No","B",226,918,"Good","A",918,765,1683,2,3,"TA","7","Yes","Attchd","RFn",2,"440","Paved","B",172500,31,0,31,"Yes",2.5,"Yes",0,243
893,20,"RL",70,8414,"Reg","Lvl","C","A","B","6","B","B","None",0,"TA","B","TA","No","A",663,1059,"Good","A",1068,0,1068,1,3,"TA","6","No","Attchd","RFn",1,"264","Paved","B",154500,43,40,3,"No",1.5,"No",0,192
894,20,"RL",70,13284,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","A","Gd","Mn","B",1064,1383,"Good","A",1383,0,1383,1,3,"TA","6","Yes","Attchd","Unf",1,"354","Paved","B",165000,54,0,54,"No",2,"No",0,627
895,90,"RL",64,7018,"Reg","Bnk","D","C","B","5","C","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",1535,0,1535,2,4,"TA","8","No","Attchd","Unf",2,"400","Paved","B",118858,30,0,30,"No",2,"No",0,0
896,60,"RL",71,7056,"Reg","Lvl","C","A","C","6","B","B","BrkFace",415,"TA","B","TA","No","B",400,780,"Good","A",983,813,1796,1,4,"TA","8","Yes","Attchd","RFn",2,"483","Paved","B",140000,45,0,45,"Yes",2.5,"Yes",0,50
897,30,"RH",50,8765,"Reg","Lvl","A","A","B","4","B","B","None",0,"TA","B","TA","No","B",285,951,"Excellent","A",951,0,951,1,2,"TA","6","No","Detchd","Unf",1,"327","Paved","B",106500,70,14,56,"No",1,"No",0,28
898,90,"RL",64,7018,"Reg","Lvl","D","C","C","5","C","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",1120,1120,2240,2,6,"TA","12","No","Detchd","Unf",2,"528","Paved","B",142953,30,0,30,"Yes",2,"No",0,154
899,20,"RL",100,12919,"IR1","Lvl","F","A","B","9","D","C","Stone",760,"Ex","A","Ex","Gd","A",2188,2330,"Excellent","A",2364,0,2364,2,2,"Ex","11","Yes","Attchd","Fin",3,"820","Paved","C",611657,1,1,0,"No",3.5,"Yes",0,67
900,20,"RL",65,6993,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",465,912,"Good","A",1236,0,1236,1,3,"TA","6","Yes","Attchd","Unf",1,"288","Paved","B",135000,45,33,12,"No",1,"No",0,0
901,20,"RL",60,7340,"IR1","Lvl","C","A","B","4","B","B","None",0,"TA","B","TA","No","B",322,858,"Good","A",858,0,858,1,2,"TA","4","No","Detchd","Unf",1,"684","Paved","B",110000,36,0,36,"No",1,"No",8,0
902,20,"RL",64,8712,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","Mn","B",860,992,"Good","A",1306,0,1306,1,2,"TA","5","No","Detchd","Unf",1,"756","Paved","B",153000,52,43,9,"No",2,"No",11,0
903,60,"RL",63,7875,"Reg","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,783,"Excellent","A",807,702,1509,2,3,"Gd","8","Yes","Attchd","Fin",2,"393","Paved","B",180000,3,0,3,"Yes",2.5,"Yes",0,75
904,20,"RL",50,14859,"IR1","HLS","D","A","B","7","D","C","BrkFace",27,"Gd","A","Gd","No","B",0,1670,"Excellent","A",1670,0,1670,2,3,"Gd","7","Yes","Attchd","RFn",3,"690","Paved","C",240000,0,0,0,"No",2,"No",0,204
905,20,"RL",65,6173,"IR1","Lvl","C","A","B","5","B","B","BrkFace",75,"TA","B","TA","No","A",599,876,"Good","A",902,0,902,1,3,"TA","6","No","Attchd","Unf",1,"288","Paved","B",125500,40,0,40,"No",1,"No",0,0
906,20,"RL",80,9920,"Reg","Lvl","C","A","B","5","B","B","Stone",110,"TA","B","TA","No","B",354,1056,"Good","A",1063,0,1063,1,3,"TA","6","No","Attchd","RFn",1,"280","Paved","B",128000,56,0,56,"No",2,"No",0,164
907,20,"RL",116,13501,"IR1","Lvl","E","A","B","8","D","C","Stone",208,"Gd","A","Gd","No","A",63,1623,"Excellent","A",1636,0,1636,2,3,"Gd","8","Yes","Attchd","RFn",3,"865","Paved","B",255000,1,0,1,"No",3,"No",0,60
908,50,"RL",86,11500,"IR1","Lvl","D","A","A","7","C","B","None",0,"Gd","B","Gd","No","B",223,1017,"Good","A",1020,1037,2057,1,3,"Gd","6","Yes","Attchd","Fin",1,"180","Paved","B",250000,70,51,19,"Yes",1.5,"Yes",0,322
909,20,"RL",71,8885,"IR1","Low","C","A","B","5","B","B","None",0,"TA","B","Gd","Av","B",301,864,"Good","A",902,0,902,1,2,"TA","5","No","Attchd","Unf",2,"484","Paved","B",131000,23,0,23,"No",2,"No",0,164
910,60,"RL",149,12589,"IR2","Lvl","D","A","C","6","D","C","None",0,"Gd","A","Gd","No","B",0,742,"Excellent","A",742,742,1484,2,3,"Gd","8","Yes","Attchd","Fin",2,"390","Paved","B",174000,4,0,4,"Yes",2.5,"Yes",0,60
911,90,"RL",80,11600,"Reg","Lvl","C","C","C","5","B","B","BrkFace",361,"TA","B","TA","No","B",443,1105,"Good","B",1105,1169,2274,2,5,"TA","12","No","Detchd","Unf",2,"480","Paved","B",154300,50,0,50,"Yes",2,"No",0,0
912,20,"RL",78,9286,"IR1","Lvl","D","A","B","5","B","B","None",0,"TA","B","Gd","Av","B",196,1268,"Good","A",1268,0,1268,1,3,"Gd","5","No","Detchd","Unf",1,"252","Paved","B",143500,32,12,20,"No",1.5,"Yes",1,173
913,30,"RH",51,6120,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",489,768,"Good","A",1015,0,1015,1,3,"TA","6","No","Detchd","Unf",1,"450","Paved","B",88000,81,25,56,"No",1,"No",0,232
914,90,"RH",82,6270,"Reg","HLS","D","C","C","5","B","B","None",0,"TA","B","TA","No","B",284,1001,"Good","B",1001,1001,2002,2,4,"TA","8","No","2Types","Unf",3,"871","Paved","B",145000,58,1,57,"Yes",2,"No",0,0
915,160,"FV",30,3000,"Reg","Lvl","E","B","C","6","D","C","Stone",76,"Gd","A","Gd","Av","A",294,612,"Excellent","A",612,612,1224,2,2,"Gd","4","No","Detchd","RFn",2,"528","Paved","C",173733,0,0,0,"Yes",2.5,"Yes",0,234
916,160,"RH",21,2001,"Reg","Lvl","A","C","C","4","E","C","BrkFace",80,"TA","B","TA","No","B",0,546,"Bad","A",546,546,1092,1,3,"TA","6","No","Attchd","Unf",1,"286","Paved","B",75000,37,0,37,"Yes",1.5,"Yes",0,0
917,20,"C (all)",50,9000,"Reg","Lvl","A","A","B","2","A","A","None",0,"TA","B","TA","Av","B",50,480,"Good","B",480,0,480,0,1,"TA","4","No","Detchd","Unf",1,"308","Paved","B",35311,57,1,56,"No",1,"No",9,0
